Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID,Subjects
10357575,1Q84 (1Q84 #1-3),Haruki Murakami,"Murakami, Haruki","Jay Rubin, Philip Gabriel","=""0307593312""","=""9780307593313""",0,3.93,Knopf,Hardcover,925,2011,2009,,2018/12/16,,,read,,,,2,,,0,,,,,,"magical realism~man-woman relationships~asesinos~dystopian~fiction~maestros universitarios~japanese fiction~asesinato~autores~authors~new york times reviewed~general~novelists~new list 20111231~translations into portuguese~relaciones hombre-mujer~tokyo (japan), fiction~japanese literature~teachers~protected daisy~new york times bestseller~near and far eastern fiction (fictional works by one author)~detective and mystery stories~chang pian xiao shuo~college teachers~alternative reality~ficción~assassination~assassins~translations into chinese~nyt:hardcover_fiction=2011-12-31~man-woman relationship~accessible book~literary"
14497,"Neverwhere (London Below, #1)",Neil Gaiman,"Gaiman, Neil",,"=""0060557818""","=""9780060557812""",0,4.17,William Morrow Paperbacks,Paperback,370,2003,1996,,2018/12/16,,,read,,,,1,,,0,,,,,,"rats~underground areas~fiction~underground homeless persons~fiction, fantasy, general~businessmen~london (england), fiction~fiction / literary~london below~fantasy fiction~protected daisy~fiction, horror~subways~fantasy~new york times bestseller~fiction / fantasy / contemporary~fiction, fantasy, contemporary~nyt:e-book-fiction=2012-03-04~accessible book~fiction / fantasy / urban life"
31684925,Chemistry,Weike Wang,"Wang, Weike",,"=""""","=""""",0,3.73,Knopf,Kindle Edition,224,2017,2017,,2018/11/20,,,read,,,,1,,,0,,,,,,
4929,Kafka on the Shore,Haruki Murakami,"Murakami, Haruki",Philip Gabriel,"=""1400079276""","=""9781400079278""",4,4.14,Vintage International,Paperback,467,2006,2002,,2018/10/15,,,read,,,,1,,,0,,,,,,
11297,Norwegian Wood,Haruki Murakami,"Murakami, Haruki",Jay Rubin,"=""0375704027""","=""9780375704024""",0,4.03,Vintage Books,Paperback,296,2000,1987,,2018/10/10,,,read,,,,1,,,0,,,,,,
77197,"Assassin's Apprentice (Farseer Trilogy, #1)",Robin Hobb,"Hobb, Robin",,"=""055357339X""","=""9780553573398""",0,4.16,Spectra Books,Mass Market Paperback,435,1996,1995,,2018/09/22,,,read,,,,1,,,0,,,,,,"the realm of the elderlings~fantasy fiction~protected daisy~fantasy~fiction~the farseer trilogy~assassins~fiction, fantasy, general~ke xue huan xiang xiao shuo~accessible book~fiction, fantasy, epic"
178476,"Slave to Sensation (Psy-Changeling, #1)",Nalini Singh,"Singh, Nalini",,"=""""","=""""",0,4.09,Berkley Sensation,Mass Market Paperback,334,2006,2006,,2018/09/22,,,read,,,,1,,,0,,,,,,
20504754,"Transcendence (Transcendence, #1)",Shay Savage,"Savage, Shay",,"=""""","=""""",0,4.07,"Shay Savage, LLC",Kindle Edition,312,2014,2014,,2018/09/15,,,read,,,,1,,,0,,,,,,
28220,The Fermata,Nicholson Baker,"Baker, Nicholson",,"=""0099466929""","=""9780099466925""",0,3.67,Vintage,Paperback,320,2004,1994,,2018/09/15,,,read,,,,1,,,0,,,,,,"new york times reviewed~protected daisy~accessible book~fiction, general"
11039009,The Granta Book of the African Short Story,Helon Habila,"Habila, Helon","Fatou Diome, Laila Lalami, Rachida el-Charni, E.C. Osondu, Doreen Baingana, Alain Mabanckou, Aminatta Forna, Leila Aboulela, Yvonne Vera, George Makana Clark, Mansoura Ez-Eldin, Ivan Vladislavić, Alaa Al Aswany, Ungulani Ba Ka Khosa, Milly Jafta, Dambudzo Marechera, Zoë Wicomb, Abdulrazak Gurnah, Manuel Rui, Camara Laye, Alex la Guma, Olufemi Terry, Brian Chikwava, Henrietta Rose-Innes, Uwem Akpan, Binyavanga Wainaina, Patrice Nganang, Maaza Mengiste, Chimamanda Ngozi Adichie","=""1847082475""","=""9781847082473""",0,3.9,Granta Books,Hardcover,344,2012,2011,,2018/08/16,,,read,,,,1,,,0,,,,,,social life and customs~fiction
82962,Going Down River Road,Meja Mwangi,"Mwangi, Meja",,"=""0435901761""","=""9780435901769""",0,3.99,Heinemann Educational Books,Paperback,215,1976,1976,,2018/08/16,to-read,to-read (#2),to-read,,,,0,,,0,,,,,,fiction in english~accessible book~african fiction~fiction
341735,Replay,Ken Grimwood,"Grimwood, Ken",,"=""068816112X""","=""9780688161125""",3,4.15,William Morrow Paperbacks,Paperback,311,1998,1987,2018/08/14,2018/08/13,,,read,,,,1,,,0,,,,,,"fiction, science fiction, action & adventure~protected daisy~fiction, action & adventure~reincarnation~fiction~fiction, romance, fantasy~conduct of life~accessible book~large type books~time travel"
19161852,"The Fifth Season (The Broken Earth, #1)",N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",0,4.32,Orbit,Paperback,468,2015,2015,2018/08/13,2018/08/12,,,read,,,,1,,,0,,,,,,
35066358,The First Fifteen Lives of Harry August,Claire North,"North, Claire",,"=""""","=""""",5,4.03,Redhook,Kindle Edition,417,2014,2014,,2018/08/12,,,read,,,,1,,,0,,,,,,
5587960,The Thing Around Your Neck,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",,"=""0307271072""","=""9780307271075""",0,4.24,Knopf,Hardcover,218,2009,2008,,2018/08/04,,,read,,,,1,,,0,,,,,,"literature~fiction, romance, collections & anthologies~protected daisy~nigeria, fiction~fiction~fiction, coming of age~new york times reviewed~kurzgeschichte~accessible book~fiction, short stories (single author)~nigeria in fiction~short stories, nigerian (english)"
531757,Tales of the Unexpected,Roald Dahl,"Dahl, Roald",,"=""""","=""""",0,3.96,Penguin,Paperback,282,1979,1979,,2018/08/04,to-read,to-read (#1),to-read,,,,0,,,0,,,,,,
5907,"The Hobbit, or There and Back Again",J.R.R. Tolkien,"Tolkien, J.R.R.","Douglas A. Anderson, Michael Hague, Jemima Catlin","=""""","=""""",4,4.28,Houghton Mifflin,Paperback,366,2002,1937,2018/01/05,2018/01/05,,,read,,,,1,,,0,,,,,,
666290,The Literary Lover: Great Stories of Passion and Romance,Larry Dark,"Dark, Larry",,"=""0140171649""","=""9780140171648""",5,3.67,Penguin Books,Paperback,384,1994,1993,,2017/12/20,,,read,,,,1,,,0,,,,,,"""~="
68428,"The Final Empire (Mistborn, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""9780765311788""",4,4.46,Tor Books,Hardcover,541,2006,2006,,2017/12/06,,,read,,,,1,,,0,,,,,,
228665,"The Eye of the World (The Wheel of Time, #1)",Robert Jordan,"Jordan, Robert",,"=""0812511816""","=""9780812511819""",4,4.18,Tor Books,Mass Market Paperback,814,1990,1990,2017/12/06,2017/10/25,,,read,,,,2,,,0,,,,,,"children's stories~reader recommended, 2001-02~american fantasy~fiction~fiction, fantasy, general~nyt:hardcover-graphic-books=2013-02-17~comic books, strips~comics & graphic novels, fantasy~monsters~fantasy fiction~fantasy~new york times bestseller~rand al'thor (fictitious character)~fiction, fantasy, epic~science fiction~rand al'thor (fictitious character), fiction~good and evil~al'thor rand (fictitious character)~accessible book~children's fiction~fantasy ."
18138189,"Tower Lord (Raven's Shadow, #2)",Anthony Ryan,"Ryan, Anthony",,"=""0425265625""","=""9780425265628""",5,4.17,Ace Hardcover,Hardcover,602,2014,2014,,2017/10/25,,,read,,,,1,,,0,,,,,,"fiction, fantasy, epic"
1215032,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",Patrick Rothfuss,"Rothfuss, Patrick",,"=""0756404738""","=""9780756404734""",5,4.55,DAW Books,Hardcover,994,2011,2011,2017/10/04,2017/09/23,,,read,,,,1,,,0,,,,,,"nyt:hardcover_fiction=2011-05-28~fiction~attempted assassination~fiction, fantasy, general~fairies~amerikanisches englisch~epic fantasy~the kingkiller chronicle~fantasy fiction~protected daisy~fantasy~new york times bestseller~mercenary troops~wizards~magic~paranormal fiction~accessible book~phantastischer roman~magicians~heroes"
186074,"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,"Rothfuss, Patrick",,"=""075640407X""","=""9780756404079""",5,4.52,Penguin Group DAW,Hardcover,662,2007,2007,2017/09/18,2017/09/23,,,read,,,,1,,,0,,,,,,"legends~magos~asesinos~quests~fiction~demons~alex award winner~novela fantástica~homeless children~antiheroes~the kingkiller chronicle~voyages and travels~magia~imaginary places~rulers~adult books for young adults~orphans~fantasy fiction~protected daisy~fantasy~quill award winner~new york times bestseller~series~epic fiction~juvenile audience~american fantasy fiction~fiction, fantasy, epic~murder~nyt:mass-market-paperback=2015-01-04~heroes and heroines~magician~good and evil~ficción~loss (psychology)~wizards~assassins~magic~gods and goddesses~fate and fatalism~accessible book~magicians~storytelling"
101094,The Famished Road,Ben Okri,"Okri, Ben",,"=""0385425139""","=""9780385425131""",5,3.73,Anchor Books,Paperback,512,1993,1991,,2017/07/23,,,read,"Scary, but very very nice",,,1,,,0,,,,,,"protected daisy~social life and customs~man booker prize winner~nigeria, fiction~fiction~africa in fiction~magic~accessible book~nigeria~nigeria in fiction~fiction, fantasy, contemporary~award:man_booker_prize=1991~magic in fiction"
18528236,The Gonjon Pin and Other Stories : The Caine Prize for African Writing 2014,The Caine Prize for African Writing,"Writing, The Caine Prize for African",,"=""1780261748""","=""9781780261744""",5,3.6,New Internationalist,Paperback,256,2014,2014,,2017/07/23,,,read,Exceptional story after story,,,1,,,0,,,,,,"""~="
62291,"A Storm of Swords (A Song of Ice and Fire, #3)",George R.R. Martin,"Martin, George R.R.",,"=""055357342X""","=""9780553573428""",4,4.54,Bantam,Mass Market Paperback,1177,2003,2000,,2017/07/23,,,read,,,,1,,,0,,,,,,"winter~kings and rulers~ignotus award winner~fiction~fiction, fantasy, general~invierno~comics & graphic novels, fantasy~guerras imaginarias~epic fantasy~seasons~locus award winner~imaginary places~fantasy fiction~fantasy~new york times bestseller~epic fiction~imaginary wars and battles~civil war~a song of ice and fire~bien y mal~fantastic fiction~science fiction, fantasy, horror~good and evil~ficción~nyt:trade_fiction_paperback=2011-09-10~courts and courtiers~magic~epic literature~hugo award winner"
10572,"A Clash of Kings  (A Song of Ice and Fire, #2)",George R.R. Martin,"Martin, George R.R.",,"=""0553381695""","=""9780553381696""",4,4.41,Bantam,Paperback,969,2002,1998,,2017/07/23,,,read,,,,1,,,0,,,,,,"winter~kings and rulers~ignotus award winner~fiction~fiction, fantasy, general~invierno~comics & graphic novels, fantasy~guerras imaginarias~epic fantasy~seasons~locus award winner~imaginary places~fantasy fiction~fantasy~new york times bestseller~epic fiction~imaginary wars and battles~civil war~a song of ice and fire~bien y mal~fantastic fiction~science fiction, fantasy, horror~good and evil~ficción~nyt:trade_fiction_paperback=2011-09-10~courts and courtiers~magic~epic literature~hugo award winner"
13496,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,"Martin, George R.R.",,"=""0553588486""","=""9780553588484""",4,4.44,Bantam,Mass Market Paperback,835,2005,1996,,2017/07/23,,,read,,,,1,,,0,,,,,,"winter~kings and rulers~ignotus award winner~fiction~fiction, fantasy, general~invierno~comics & graphic novels, fantasy~guerras imaginarias~epic fantasy~seasons~locus award winner~imaginary places~fantasy fiction~fantasy~new york times bestseller~epic fiction~imaginary wars and battles~civil war~a song of ice and fire~bien y mal~fantastic fiction~science fiction, fantasy, horror~good and evil~ficción~nyt:trade_fiction_paperback=2011-09-10~courts and courtiers~magic~epic literature~hugo award winner"
890,Of Mice and Men,John Steinbeck,"Steinbeck, John",,"=""0142000671""","=""9780142000670""",0,3.88,Penguin Books,Paperback,112,2002,1937,,2017/04/21,,,read,,,,1,,,0,,,,,,"friendship, fiction~men~male friendship~fiction, general~psychological fiction~open_syllabus_project~étude et enseignement~fiction~california, fiction~goal (psychology)~historical fiction~fiction, fantasy, general~western stories~littérature française~comic books, strips~small town & rural~retrasados mentales~people with mental disabilities~classics~ranch life~cowhands~american literature~amistad entre hombres~open library staff picks~american fiction (fictional works by one author)~amitié masculine~drifters~contemporary fiction~west (u.s.), fiction~voyages and travels, fiction~vaqueros~protected daisy~farm life~friendship~vida ranchera~classic literature~critique et interprétation~classical literature~cow-boys~cowboys~literary fiction~ficción~study guides~examinations~vie rurale~labor trilogy~roman~accessible book~large type books~children's fiction~people with disabilities, fiction~literary~of mice and men (steinbeck, john)"
7235533,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765326353""","=""9780765326355""",5,4.63,Tor Books,Hardcover,1007,2010,2010,,2017/04/21,,,read,,,,1,,,0,,,,,,"kings and rulers~slavery~nyt:hardcover-fiction=2010-09-19~high fantasy~fantasy~american literature~fiction~magic~new york times bestseller~fiction, fantasy, general~accessible book~imaginary places~imaginary wars and battles~manuscripts~fiction, fantasy, epic~epic fantasy"
17332218,"Words of Radiance (The Stormlight Archive, #2)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765326361""","=""9780765326362""",5,4.75,Tor Books,Hardcover,1087,2014,2014,,2017/04/21,,,read,,,,1,,,0,,,,,,"life on other planets~fantasy fiction~high fantasy~fiction~nyt:combined-print-and-e-book-fiction=2014-03-23~magic~new york times bestseller~accessible book~imaginary wars and battles~fiction, fantasy, epic~epic fantasy"
1430,Eleven Minutes,Paulo Coelho,"Coelho, Paulo",Margaret Jull Costa,"=""0060589280""","=""9780060589288""",0,3.7,HarperOne,Paperback,273,2003,2003,,2017/04/21,,,read,,,,1,,,0,,,,,,"fiction, visionary & metaphysical~brazil, fiction~protected daisy~brazilians~sex~fiction~accessible book~prostitutes~love~romance fiction"
59924,The Lathe of Heaven,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0060512741""","=""9780060512743""",0,4.11,Harper Perennial Modern Classics,Paperback,176,2003,1971,,2017/04/21,,,read,,,,1,,,0,,,,,,"science fiction~nature~dreams~protected daisy~social change~fiction, science fiction, general~fiction~dystopian fiction~dreams -- fiction~accessible book~effect of human beings on~fiction in english~psychotherapist and patient"
12484258,Advent (Advent Trilogy #1),James Treadwell,"Treadwell, James",,"=""1444728466""","=""9781444728460""",4,3.18,Hodder & Stoughton,Hardcover,448,2012,2012,2016/11/17,2016/11/17,,,read,,,,1,,,0,,,,,,protected daisy~accessible book~fiction~magic
126381,Purple Hibiscus,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",,"=""""","=""""",0,4.18,Harper Perennial,Paperback,336,2005,2003,,2016/05/28,,,read,,,,1,,,0,,,,,,
18749,Half of a Yellow Sun,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",,"=""1400044162""","=""9781400044160""",5,4.32,Knopf,Hardcover,433,2006,2006,2016/06/12,2016/05/28,,,read,,,,1,,,0,,,,,,"biafrakonflikt~nigeria, fiction~fiction~fiction, historical, general~new york times reviewed~historical fiction~war~anisfield-wolf book award winner~pen/open book award winner~history~orange broadband prize winner~fiction, political~modern literature~fiction, war & military~protected daisy~social aspects~fiction, historical~women’s prize for fiction winner~civil war~political fiction~literary fiction~civil war (nigeria : 1967-1970) fast (ocolc)fst01352311~military fiction~accessible book~large type books"
1,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",5,4.57,Scholastic Inc.,Paperback,652,2006,2005,,2016/05/28,,,read,,,,1,,,0,,,,,,
6,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",4,4.57,Scholastic,Paperback,734,2002,2000,,2016/05/28,,,read,,,,1,,,0,,,,,,
136251,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",5,4.62,Arthur A. Levine Books,Hardcover,759,2007,2007,,2016/05/28,,,read,,,,1,,,0,,,,,,
15881,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",5,4.43,Arthur A. Levine Books,Hardcover,341,1999,1998,,2016/05/28,,,read,,,,1,,,0,,,,,,
2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",4,4.5,Scholastic Inc.,Paperback,870,2004,2003,,2016/05/28,,,read,,,,1,,,0,,,,,,
5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""043965548X""","=""9780439655484""",5,4.58,Scholastic Inc.,Mass Market Paperback,435,2004,1999,,2016/05/28,,,read,,,,1,,,0,,,,,,"magos~orphans & foster homes~bram stoker award winner~bengali detective and mystery stories~general~fiction, fantasy, general~películas cinematográficas juveniles~witches~escuelas~fantasy & magic~chinese language materials~schools, fiction~hogwarts school of witchcraft and wizardry (imaginary place)~open library staff picks~hermione granger (fictitious character)~orphans~juvenile fiction~children's books/ages 9-12 fiction~adventure~juvenile audience~foster homes~reading materials~nyt:series_books=2006-09-16~literatura juvenil~potter, harry (caracter ficticio)~schulferien~romans, nouvelles, etc. pour la jeunesse~lüge~deutschland grenzschutzkommando mitte schule~science fiction, fantasy, & magic~magic, fiction~schools~england~hogwarts school of witchcraft and wizardry (lugar imaginario)~english literature~fabeltiere~wizards, fiction~reading level-grade 10~whitbread book award winner~hogwarts school of witchcraft and wizardry (imaginary organization), fiction~fantasy~new york times bestseller~verrat~juvenile fantasy fiction~ron weasley (fictitious character)~freundschaft~rache~reading level-grade 9~wizards~accessible book~magie~friendship, fiction~novela juvenil~boarding schools~reading level-grade 12~juvenile works~literature~family~potter, harry (personnage fictif)~hechiceros~spanish language~friendship~magiciens~french language materials~deutschland~england, fiction~social themes~potter, harry (fictitious character)~potter, harry (fictitious character), fiction~large type books~children's fiction~adventure and adventurers, fiction~potter, harry (personaje literario)~children stories~spanish: grades 4-7~juvenile films~fiction~harry potter (fictitious character)~hogwarts school of witchcraft and wizardry (imaginary organization)~reading level-grade 11~locus award winner~magia~children's books~tong hua~fantasy fiction~juvenile literature~jugendgruppe~chinese fiction~junge~good and evil~magic~ficción juvenil~translations from english~harry potter (fictional character)~school stories"
3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",5,4.48,Scholastic Inc,Hardcover,309,2003,1997,,2016/05/28,,,read,,,,1,,,0,,,,,,
144974,The Velveteen Rabbit,Margery Williams Bianco,"Bianco, Margery Williams",William   Nicholson,"=""0380002558""","=""9780380002559""",3,4.28,Avon,Paperback,40,1987,1922,,2016/05/28,,,read,What?,,,1,,,0,,,,,,"television~spanish language materials~abc weekend specials~fiction~specimens~films~general~toys, fiction~motion pictures~rabbits, fiction~rabbits~toy and movable books~children's stories, american~miniature books~tv movies~toys~spanish: grades 3-4~juvenile fiction~children's books/ages 9-12 fiction~interactive adventure~cartoons~juguetes~animation~adapted for television~ficción juvenil~accessible book~conejos~children's fiction"
22065512,The Shadow Behind the Stars,Rebecca   Hahn,"Hahn, Rebecca",,"=""1481435736""","=""9781481435734""",4,3.3,Atheneum Books for Young Readers,ebook,256,2015,2015,,2016/05/28,,,read,,,,1,,,0,,,,,,protected daisy~greek mythology~greek goddesses~fiction~prophecies~fate and fatalism~oracles~accessible book
9790789,"Dark Rising (Alex Hunter, #2)",Greig Beck,"Beck, Greig",,"=""0312599803""","=""9780312599805""",4,4.0,St. Martin's Paperbacks,Paperback,304,2011,2010,,2016/05/28,,,read,,,,1,,,0,,,,,,"israel, fiction~fiction, horror~fiction, thrillers, general"
10803892,"This Green Hell (Alex Hunter, #3)",Greig Beck,"Beck, Greig",,"=""1405040491""","=""9781405040495""",4,4.08,Pan McMillan,Paperback,326,2011,2011,,2016/05/28,,,read,,,,1,,,0,,,,,,"paraguay, fiction~fiction, suspense"
7736474,"Beneath the Dark Ice (Alex Hunter, #1)",Greig Beck,"Beck, Greig",,"=""031259979X""","=""9780312599799""",5,3.89,St. Martin's Paperbacks,Paperback,294,2010,2009,,2016/05/28,,,read,,,,1,,,0,,,,,,
20649195,"Because You'll Never Meet Me (Because You'll Never Meet Me, #1)",Leah Thomas,"Thomas, Leah",,"=""""","=""9781408862629""",5,4.01,Bloomsbury Children's Books,Paperback,344,2015,2015,,2016/05/28,,,read,Simply Stunning. ,,,1,,,0,,,,,,
55403,Black Hawk Down: A Story of Modern War,Mark Bowden,"Bowden, Mark",,"=""0871137380""","=""9780871137388""",4,4.28,Atlantic Monthly Press,Hardcover,386,1999,1999,,2016/05/28,,,read,,,,1,,,0,,,,,,"""~="
9525402,"The Heart and the Fist: The Education of a Humanitarian, the Making of a Navy SEAL",Eric Greitens,"Greitens, Eric",,"=""054742485X""","=""9780547424859""",5,4.13,Mariner Books,Hardcover,320,2011,2011,,2016/05/28,,,read,,,,1,,,0,,,,,,"""~="
115587,Inside Delta Force: The Story of America's Elite Counterterrorist Unit,Eric L. Haney,"Haney, Eric L.",,"=""0385339364""","=""9780385339360""",5,4.16,Delta,Paperback,324,2005,2002,,2016/05/28,,,read,Have a good un!,,,1,,,0,,,,,,"""~="
711901,Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,Marcus Luttrell,"Luttrell, Marcus",Patrick Robinson,"=""0316067598""","=""9780316067591""",5,4.31,"Little, Brown and Company",Hardcover,390,2007,2006,,2016/05/28,,,read,,,,1,,,0,,,,,,"""~="
257983,Masters of Chaos: The Secret History of the Special Forces,Linda Robinson,"Robinson, Linda",,"=""1586483528""","=""9781586483524""",4,3.97,PublicAffairs,Paperback,432,2005,2004,,2016/05/28,,,read,,,,1,,,0,,,,,,"""~="
18619684,The Time Traveler's Wife,Audrey Niffenegger,"Niffenegger, Audrey",,"=""""","=""9781939126016""",5,3.98,Zola Books,ebook,500,2013,2003,,2016/05/28,,,read,,,,1,,,0,,,,,,
2657,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,"=""""","=""""",4,4.27,Harper Perennial Modern Classics ,Paperback,336,2006,1960,,2016/05/28,,,read,,,,1,,,0,,,,,,
10916,The Pact,Jodi Picoult,"Picoult, Jodi",,"=""0061150142""","=""9780061150142""",4,4.01,Avon,Paperback,512,2006,1998,,2016/05/28,,,read,,,,1,,,0,,,,,,"literature~death~nyt:e-book_fiction=2012-02-11~fiction, psychological~protected daisy~fiction~new york times reviewed~new york times bestseller~accessible book~teenagers"
11408650,"The Unbecoming of Mara Dyer (Mara Dyer, #1)",Michelle Hodkin,"Hodkin, Michelle",,"=""""","=""""",4,4.03,Simon & Schuster Books for Young Readers,Kindle Edition,456,2011,2011,,2016/05/28,,,read,,,,1,,,0,,,,,,
15826004,"Agenda 21 (Agenda 21, #1)",Glenn Beck,"Beck, Glenn",Harriet Parke,"=""1476716692""","=""9781476716695""",4,3.84,Threshold Editions,Hardcover,304,2012,2012,,2016/05/28,,,read,,,,1,,,0,,,,,,"fiction, dystopian~fiction, thrillers, general~fiction, political"
4836308,"The Physick Book of Deliverance Dane (The Physick Book, #1)",Katherine Howe,"Howe, Katherine",,"=""1401340903""","=""9781401340902""",3,3.71,voice,Hardcover,371,2009,2009,,2016/05/28,,,read,,,,1,,,0,,,,,,"witchcraft--massachusetts--fiction.~fiction, historical~trials (witchcraft)--massachusetts--salem--history--17th century--fiction.~fiction~trials (witchcraft)~witchcraft~new york times bestseller~fiction, historical, general~nyt:hardcover-fiction=2009-06-28~accessible book~history~salem (mass.), fiction~fiction, occult & supernatural~witches~large type books"
1305,Gates of Fire,Steven Pressfield,"Pressfield, Steven",,"=""055338368X""","=""9780553383683""",5,4.39,Bantam,Paperback,526,2005,1998,,2016/05/28,,,read,,,,1,,,0,,,,,,"thermopylae, battle of, 400 b.c.~greece, fiction~fiction, war & military~protected daisy~fiction, historical~fiction~thermopylae, battle of, greece, 480 b.c~new york times reviewed~historical fiction~general~fiction, historical, general~accessible book~thermopylae, battle of, 480 b.c.~history~thermopylae, battle of, greece, 480 b.c.~large type books"
11290708,What It is Like to Go to War,Karl Marlantes,"Marlantes, Karl",,"=""0802119921""","=""9780802119926""",4,3.95,Atlantic Monthly Press,Hardcover,257,2011,2011,,2016/05/28,,,read,,,,1,,,0,,,,,,"archetype (psychology)~war~psychology~history~therapeutic use~violence~vietnam war, 1961-1975~moral and ethical aspects~biography~combat~vietnam war~personal narratives~military psychology~psychological aspects~vietnam conflict~protected daisy~social aspects~war, psychological aspects~ceremonial behavior~soldiers~new york times bestseller~ethics~rites and ceremonies~armed conflicts~mental health~accessible book~veterans~american personal narratives~vietnam war, 1961-1975, personal narratives~military personnel"
1431,Veronika Decides to Die,Paulo Coelho,"Coelho, Paulo",Margaret Jull Costa,"=""0061124265""","=""9780061124266""",4,3.71,Harper Perennial,Paperback,210,2006,1998,,2016/05/28,,,read,,,,1,,,0,,,,,,suicidal behavior~protected daisy~fiction~quality of life~accessible book~mental illness~suicide~young women~paulo coelho
71728,Jonathan Livingston Seagull,Richard Bach,"Bach, Richard",Russell Munson,"=""0743278909""","=""9780743278904""",5,3.85,Scribner,Paperback,112,2006,1970,,2016/05/28,,,read,,,,1,,,0,,,,,,"goélands dans la littérature~reading level-grade 8~gaviotas~reading level-grade 9~reading level-grade 7~juvenile fiction~reading level-grade 11~reading level-grade 12~fiction~open library staff picks~ficción juvenil~accessible book~large type books~reading level-grade 10~gulls~fiction, visionary & metaphysical"
865,The Alchemist,Paulo Coelho,"Coelho, Paulo",Alan R. Clarke,"=""0061122416""","=""9780061122415""",5,3.89,HarperCollins,Paperback,197,1993,1988,,2016/05/28,,,read,,,,1,,,0,,,,,,
